iter	MultiClass
0	0.0004680550021
1	0.0004674115507
2	0.0004672994076
3	0.0004663284649
4	0.0004661746853
5	0.000465050522
6	0.0004649122066
7	0.0004636930002
8	0.0004636712383
9	0.0004636130244
10	0.0004635445868
11	0.0004627820743
12	0.0004617595571
13	0.0004586760893
14	0.0004560395684
15	0.0004553849869
16	0.0004540192276
17	0.0004502936196
18	0.0004502589095
19	0.0004491741268
20	0.0004467440614
21	0.0004467100027
22	0.0004465571964
23	0.0004465244546
24	0.0004457592815
25	0.0004434227498
26	0.0004412110935
27	0.0004399991465
28	0.0004396356898
29	0.0004395046986
30	0.0004393875526
31	0.0004392194177
32	0.0004382948528
33	0.0004370490365
34	0.0004367122571
35	0.0004366542232
36	0.0004346707692
37	0.0004344816033
38	0.0004344291661
39	0.0004337632072
40	0.0004336698202
41	0.0004336040744
42	0.0004332802206
43	0.0004328974138
44	0.0004325931375
45	0.0004306122906
46	0.0004302133149
47	0.0004299767897
48	0.0004293673481
49	0.0004289190078
50	0.0004288406783
51	0.0004286767214
52	0.0004270448632
53	0.0004266258275
54	0.00042522955
55	0.0004251759073
56	0.0004226676202
57	0.0004213617601
58	0.0004189105251
59	0.0004169383213
60	0.0004163036669
61	0.0004151389774
62	0.0004148941147
63	0.0004144038863
64	0.000413663972
65	0.0004116092996
66	0.0004110609904
67	0.0004108523052
68	0.0004108142032
69	0.0004107137137
70	0.000408926233
71	0.0004084143589
72	0.0004069460891
73	0.0004068140945
74	0.0004064033636
75	0.0004054657554
76	0.0004052173139
77	0.0004042246317
78	0.0004036395468
79	0.00040325694
80	0.0004030134383
81	0.0004022777982
82	0.0004010240647
83	0.0004007581884
84	0.0003999200948
85	0.0003996816879
86	0.0003996118813
87	0.0003995380653
88	0.0003988618287
89	0.0003978647816
90	0.0003975548819
91	0.0003970584299
92	0.0003968114178
93	0.0003954036166
94	0.0003944902093
95	0.000394446086
96	0.0003943819623
97	0.0003943623589
98	0.0003942720649
99	0.000392839204
100	0.0003922309301
101	0.0003921806559
102	0.0003918829814
103	0.000390792997
104	0.0003898273873
105	0.0003893174676
106	0.0003883021191
107	0.0003859767058
108	0.0003857317102
109	0.0003853833852
110	0.0003852337684
111	0.0003849739906
112	0.0003849407613
113	0.000384921486
114	0.0003846855356
115	0.0003845793448
116	0.0003837092669
117	0.000382901461
118	0.0003823997461
119	0.000382372592
120	0.0003820865946
121	0.0003817180647
122	0.0003813485642
123	0.0003795674105
124	0.0003793128621
125	0.0003788518389
126	0.0003782713835
127	0.0003782599748
128	0.0003780394423
129	0.0003779030956
130	0.0003772584708
131	0.00037720902
132	0.0003768829424
133	0.0003767131935
134	0.0003764564124
135	0.0003763112637
136	0.0003761334569
137	0.0003757252297
138	0.0003752701752
139	0.0003749463355
140	0.0003749019161
141	0.000374879205
142	0.0003742884663
143	0.0003739821048
144	0.000373883319
145	0.000372194335
146	0.0003721520175
147	0.0003716074193
148	0.0003714625797
149	0.000371424607
150	0.0003694630026
151	0.000368681555
152	0.0003686332838
153	0.0003686144172
154	0.0003669987107
155	0.000365670647
156	0.0003652331076
157	0.0003645914856
158	0.0003643609275
159	0.0003639269111
160	0.0003626042149
161	0.0003615057955
162	0.0003610529854
163	0.0003598923941
164	0.0003579916038
165	0.0003579615443
166	0.000357910846
167	0.000357887088
168	0.000357872037
169	0.0003574953111
170	0.0003570790276
171	0.0003570642733
172	0.0003569859773
173	0.0003565285547
174	0.0003564982157
175	0.0003560770837
176	0.0003558649086
177	0.0003558317165
178	0.0003549216785
179	0.0003534266341
180	0.0003529451412
181	0.0003516287406
182	0.0003515568138
183	0.0003515483218
184	0.0003511941904
185	0.0003511737758
186	0.0003511409224
187	0.0003508463074
188	0.0003505466337
189	0.0003496430185
190	0.0003494934335
191	0.0003494405239
192	0.0003492361329
193	0.0003488451485
194	0.0003483752592
195	0.000348143991
196	0.0003480344985
197	0.0003475604502
198	0.0003454743301
199	0.0003448938848
