iter	MultiClass
0	0.0001394538449
1	0.0001394072172
2	0.0001391502558
3	0.000139086626
4	0.0001390043129
5	0.0001389739516
6	0.0001387238396
7	0.0001386075262
8	0.0001385343584
9	0.0001384662742
10	0.0001384457407
11	0.0001384004601
12	0.0001382460093
13	0.0001381834691
14	0.0001375663057
15	0.0001375033049
16	0.0001374941826
17	0.0001372037569
18	0.0001371769271
19	0.0001371605105
20	0.0001369036711
21	0.0001368344653
22	0.0001367985276
23	0.0001367208673
24	0.0001367000865
25	0.0001366826789
26	0.0001366734963
27	0.000136638569
28	0.0001366061003
29	0.0001365756758
30	0.0001365421285
31	0.0001364376222
32	0.0001363554642
33	0.0001361168809
34	0.0001360284352
35	0.0001359757264
36	0.0001358840525
37	0.0001358116164
38	0.0001357503736
39	0.0001356975644
40	0.0001353489262
41	0.0001352043868
42	0.000135160168
43	0.000135074468
44	0.0001350608362
45	0.0001350102306
46	0.000134582896
47	0.0001345350638
48	0.0001344172131
49	0.000134410681
50	0.0001342561679
51	0.0001342455062
52	0.0001341711834
53	0.0001341418452
54	0.0001340842633
55	0.0001340378827
56	0.0001338741751
57	0.0001336341132
58	0.0001335295639
59	0.0001333737652
60	0.0001333187659
61	0.0001331775008
62	0.0001331541123
63	0.0001330605643
64	0.0001330138414
65	0.0001329250587
66	0.0001328743058
67	0.0001328428867
68	0.0001327984509
69	0.0001327772951
70	0.0001327532934
71	0.0001327279987
72	0.0001326176153
73	0.0001326103724
74	0.0001324062568
75	0.0001323369178
76	0.0001322831559
77	0.0001321673639
78	0.0001321249249
79	0.0001320800257
80	0.0001320545127
81	0.0001320376748
82	0.0001318959998
83	0.0001318104049
84	0.0001316835813
85	0.0001316347087
86	0.0001315652539
87	0.0001315434505
88	0.0001315024188
89	0.0001314228535
90	0.0001313219198
91	0.0001312832413
92	0.0001312492656
93	0.0001310238232
94	0.0001309794645
95	0.0001308316409
96	0.0001307128729
97	0.000130685644
98	0.0001306698686
99	0.0001304273059
100	0.0001302161473
101	0.0001301541844
102	0.0001301110272
103	0.0001300363863
104	0.0001300019495
105	0.0001299621508
106	0.0001298985722
107	0.0001298481069
108	0.0001298385954
109	0.0001298025164
110	0.0001297878919
111	0.0001293476655
112	0.0001293287121
113	0.0001292907522
114	0.000129236348
115	0.0001291795843
116	0.000129121562
117	0.0001290767008
118	0.0001289730021
119	0.0001289566467
120	0.0001289223621
121	0.0001288097657
122	0.0001287456895
123	0.0001286992195
124	0.0001286493902
125	0.0001286145847
126	0.0001285377715
127	0.0001284183595
128	0.000127928249
129	0.0001277577256
130	0.0001277309354
131	0.000127500455
132	0.0001274475265
133	0.0001274173924
134	0.0001273915413
135	0.000127006436
136	0.0001269394501
137	0.000126629156
138	0.000126103204
139	0.0001260650986
140	0.0001260094364
141	0.00012582093
142	0.0001255241251
143	0.0001255028112
144	0.0001254501783
145	0.0001253997687
146	0.0001252498115
147	0.0001252331794
148	0.0001251971439
149	0.0001251601197
150	0.0001251333813
151	0.0001250436594
152	0.0001248997455
153	0.000124850353
154	0.0001246894838
155	0.0001244845817
156	0.0001244019864
157	0.0001243597557
158	0.0001242860569
159	0.0001241274655
160	0.0001240610445
161	0.00012400611
162	0.0001238118841
163	0.0001237498431
164	0.0001235679671
165	0.0001235280585
166	0.0001235023571
167	0.0001232852818
168	0.0001228329738
169	0.000122727485
170	0.0001226939032
171	0.0001226247127
172	0.000122561104
173	0.0001224734601
174	0.0001222824546
175	0.0001222328312
176	0.0001221699556
177	0.0001221327901
178	0.0001219844771
179	0.0001219626937
180	0.000121943611
181	0.0001217576813
182	0.0001217258336
183	0.0001216860814
184	0.0001216618802
185	0.0001214257012
186	0.000121377619
187	0.0001213376036
188	0.0001212217795
189	0.0001211441695
190	0.0001208462221
191	0.0001208116958
192	0.0001207137848
193	0.0001207064364
194	0.0001206683981
195	0.0001206359746
196	0.0001204692566
197	0.0001201855758
198	0.0001198295924
199	0.0001197810344
200	0.0001196594804
201	0.0001195371578
202	0.0001193539082
203	0.0001193339158
204	0.000119236366
205	0.000119190789
206	0.0001190421212
207	0.0001190144637
208	0.0001189243832
209	0.0001188861597
210	0.0001188346948
211	0.0001188110549
212	0.0001187723789
213	0.0001186057096
214	0.0001184724219
215	0.000118382493
216	0.0001181342337
217	0.0001180857689
218	0.0001179910305
219	0.000117877028
220	0.0001176805382
221	0.0001176086172
222	0.0001175199379
223	0.0001174936962
224	0.0001173980077
225	0.0001173680404
226	0.0001171059746
